id,name,bigg,rhea,ec,kegg,transporter,exchange,no id
R_2DGULRx,2-dehydro-L-gulonate reductase (NADH),2DGULRx,,,,FALSE,FALSE,TRUE
R_2DGULRy,2-dehydro-L-gulonate reductase (NADPH),2DGULRy,,,,FALSE,FALSE,TRUE
R_AACPS4,Acyl-[acyl-carrier-protein] synthetase  (n-C16:1),AACPS4,,,,FALSE,FALSE,TRUE
R_AACPS5,Acyl-[acyl-carrier-protein] synthetase  (n-C18:1),AACPS5,,,,FALSE,FALSE,TRUE
R_ADHEr,Acetaldehyde dehydrogenase,ADHEr,,,,FALSE,FALSE,TRUE
R_C120SN,Fatty acid biosynthesis (n-C12:0),C120SN,,,,FALSE,FALSE,TRUE
R_C140SN,Fatty acid biosynthesis (n-C14:0),C140SN,,,,FALSE,FALSE,TRUE
R_C141SN,Fatty acid biosynthesis (n-C14:1),C141SN,,,,FALSE,FALSE,TRUE
R_C160SN,Fatty acid biosynthesis (n-C16:0),C160SN,,,,FALSE,FALSE,TRUE
R_C161SN,Fatty acid biosynthesis (n-C16:1),C161SN,,,,FALSE,FALSE,TRUE
R_C181SN,Fatty acid biosynthesis (n-C18:1),C181SN,,,,FALSE,FALSE,TRUE
R_CADVt,Lysine/Cadaverine antiporter,CADVt,,,,FALSE,FALSE,TRUE
R_CBIAT_DELETE,Cobinamide adenyltransferase,CBIAT_DELETE,,,,FALSE,FALSE,TRUE
R_CDAPPA_EC,CDP-Diacylglycerol pyrophostatase (Ecoli),CDAPPA_EC,,,,FALSE,FALSE,TRUE
R_DASYN_EC,CDP-Diacylglycerol synthetase (Ecoli),DASYN_EC,,,,FALSE,FALSE,TRUE
R_CLPNS_EC,Cardiolipin Synthase (E.coli),CLPNS_EC,,,,FALSE,FALSE,TRUE
R_CYTBD,Cytochrome oxidase bd (ubiquinol-8: 2 protons),CYTBD,,,,FALSE,FALSE,TRUE
R_CYTBO3,Cytochrome oxidase bo3 (ubiquinol-8: 2.5 protons),CYTBO3,,,,FALSE,FALSE,TRUE
R_DHNAOT,"1,4-dihydroxy-2-naphthoate octaprenyltransferase",DHNAOT,,,,FALSE,FALSE,TRUE
R_DHPTDCs,"4,5-dihydroxy-2,3-pentanedione cyclization (spontaneous)",DHPTDCs,,,,FALSE,FALSE,TRUE
R_DAGK_EC,Diacylglycerol kinase,DAGK_EC,,,,FALSE,FALSE,TRUE
R_DKGLCNR1,"2,5-diketo-D-gluconate reductase",DKGLCNR1,,,,FALSE,FALSE,TRUE
R_DKMPPD2,2 3 diketo 5 methylthio 1 phosphopentane degradation reaction,DKMPPD2,,,,FALSE,FALSE,TRUE
R_DMSOR1e,Dimethyl sulfoxide reductase (Menaquinol 8),DMSOR1e,,,,FALSE,FALSE,TRUE
R_BTS2,Biotin synthase (ala-L producing),BTS2,,,,FALSE,FALSE,TRUE
R_EDTXS3,Endotoxin Synthesis (palmitoleoyl ACP),EDTXS3,,,,FALSE,FALSE,TRUE
R_EDTXS4,Endotoxin Synthesis (myristoyl transferase),EDTXS4,,,,FALSE,FALSE,TRUE
R_DMSOR2e,Dimethyl sulfoxide reductase (Demethylmenaquinol 8),DMSOR2e,,,,FALSE,FALSE,TRUE
R_BIOMASS_Ecoli,BiomassEcoli,BIOMASS_Ecoli,,,,FALSE,FALSE,TRUE
R_ECAP_EC,ECA polymerization (Ecoli),ECAP_EC,,,,FALSE,FALSE,TRUE
R_GLCDe,Glucose dehydrogenase (ubiquinone-8 as acceptor),GLCDe,,,,FALSE,FALSE,TRUE
R_GLCP,Glycogen phosphorylase,GLCP,,,,FALSE,FALSE,TRUE
R_GLYALDt,Glyceraldehyde facilitated diffusion,GLYALDt,,,,FALSE,FALSE,TRUE
R_GLYCTO2,Glycolate oxidase,GLYCTO2,,,,FALSE,FALSE,TRUE
R_GLYCTO3,Glycolate oxidase,GLYCTO3,,,,FALSE,FALSE,TRUE
R_GLYCTO4,Glycolate oxidase,GLYCTO4,,,,FALSE,FALSE,TRUE
R_GMHEPK,D-glycero-D-manno-heptose 7-phosphate kinase,GMHEPK,,,,FALSE,FALSE,TRUE
R_GMHEPPA,"D-glycero-D-manno-heptose 1,7-bisphosphate phosphatase",GMHEPPA,,,,FALSE,FALSE,TRUE
R_KAS16,3-hydroxy-myristoyl-ACP synthesis,KAS16,,,,FALSE,FALSE,TRUE
R_LPLIPA1,Lysophospholipase L (acyl-glycerophosphoglycerol),LPLIPA1,,,,FALSE,FALSE,TRUE
R_LPLIPA2,Lysophospholipase L (acyl-glycerophosphoethanolamine),LPLIPA2,,,,FALSE,FALSE,TRUE
R_LPLIPA3,Lysophospholipase L (acyl-glycerophosphocholine),LPLIPA3,,,,FALSE,FALSE,TRUE
R_LPLIPA4,Lysophospholipase L (acyl transfer to phosphatidylglycerol),LPLIPA4,,,,FALSE,FALSE,TRUE
R_MLTG2,Maltodextrin glucosidase (maltotetraose),MLTG2,,,,FALSE,FALSE,TRUE
R_LPLIPA5,Lysophospholipase L (acyl transfer to phosphatidylglycerol),LPLIPA5,,,,FALSE,FALSE,TRUE
R_LPLIPA6,Lysophospholipase L (acyl transfer to phosphatidylglycerol),LPLIPA6,,,,FALSE,FALSE,TRUE
R_LPSSYN_EC,Lipopolysaccharide synthesis (Ecoli),LPSSYN_EC,,,,FALSE,FALSE,TRUE
R_MECDPDH,"2C-methyl-D-erythritol 2,4 cyclodiphosphate dehydratase",MECDPDH,,,,FALSE,FALSE,TRUE
R_FAO1,Fatty acid oxidation (tetradecanoate),FAO1,,,,FALSE,FALSE,TRUE
R_FAO2,Fatty acid oxidation (n-C16:0),FAO2,,,,FALSE,FALSE,TRUE
R_FAO3,Fatty acid oxidation (octadecanoate),FAO3,,,,FALSE,FALSE,TRUE
R_FAO4,Fatty acid oxidation (Butanoyl-CoA ),FAO4,,,,FALSE,FALSE,TRUE
R_PGSA_EC,Phosphatidylglycerol synthase (Ecoli),PGSA_EC,,,,FALSE,FALSE,TRUE
R_PLIPA1,Phospholipase A (phosphatidylglycerol),PLIPA1,,,,FALSE,FALSE,TRUE
R_PLIPA2,Phosphlipase A (phosphatidylethanolamine),PLIPA2,,,,FALSE,FALSE,TRUE
R_PLIPA3,Phospholipase A (phosphatidylcholine),PLIPA3,,,,FALSE,FALSE,TRUE
R_OMMBLHX,"2-Octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase",OMMBLHX,,,,FALSE,FALSE,TRUE
R_OMPHHX,2-octaprenyl-6-methoxyphenol hydroxylase,OMPHHX,,,,FALSE,FALSE,TRUE
R_OPHHX,2-Octaprenylphenol hydroxylase,OPHHX,,,,FALSE,FALSE,TRUE
R_PAPA_EC,Phosphatidate phosphatase,PAPA_EC,,,,FALSE,FALSE,TRUE
R_PPTGS,Peptidoglycan subunit synthesis,PPTGS,,,,FALSE,FALSE,TRUE
R_PASYN_EC,Phosphatidic acid synthase (Ecoli),PASYN_EC,,,,FALSE,FALSE,TRUE
R_PDX5PS,Pyridoxine 5'-phosphate synthase,PDX5PS,,,,FALSE,FALSE,TRUE
R_PSSA_EC,Phosphatidylserine syntase (Ecoli),PSSA_EC,,,,FALSE,FALSE,TRUE
R_SUCD4,Succinate dehyrdogenase,SUCD4,,,,FALSE,FALSE,TRUE
R_THRt4,L-threonine  via sodium symport,THRt4,,,,FALSE,FALSE,TRUE
R_THZPSN,Thiazole phosphate synthesis,THZPSN,,,,FALSE,FALSE,TRUE
R_TMAOR1e,Trimethylamine N-oxide reductase (menaquinol 8),TMAOR1e,,,,FALSE,FALSE,TRUE
R_TMAOR2e,Trimethylamine N-oxide reductase (demethylmenaquinol 8),TMAOR2e,,,,FALSE,FALSE,TRUE
R_SHCHCS2,"2-succinyl-6-hydroxy-2,4-cyclohexadiene 1-carboxylate synthase",SHCHCS2,,,,FALSE,FALSE,TRUE
R_EX_h2o_e,H2O exchange,EX_h2o_e,"['29668', '29669', '29667', '29670']",,,FALSE,TRUE,FALSE
R_EX_4abut_e,4-Aminobutanoate exchange,EX_4abut_e,"['35035', '35036', '35037', '35038']",,,FALSE,TRUE,FALSE
R_EX_ac_e,Acetate exchange,EX_ac_e,"['27817', '27814', '27816', '27815']",,,FALSE,TRUE,FALSE
R_EX_acac_e,Acetoacetate exchange,EX_acac_e,"['29753', '29752', '29754', '29751']",,,FALSE,TRUE,FALSE
R_EX_h_e,H+ exchange,EX_h_e,"['34980', '34981', '34982', '34979']",,,FALSE,TRUE,FALSE
R_EX_hdca_e,Hexadecanoate (n-C16:0) exchange,EX_hdca_e,"['45257', '45256', '45258', '45259']",,,FALSE,TRUE,FALSE
R_EX_acnam_e,N-Acetylneuraminate exchange,EX_acnam_e,"['28994', '28993', '28992', '28991']",,,FALSE,TRUE,FALSE
R_EX_arg__L_e,L-Arginine exchange,EX_arg__L_e,"['32145', '32143', '32144', '32146']",,,FALSE,TRUE,FALSE
R_EX_cbl1_e,Cob(I)alamin exchange,EX_cbl1_e,"['29722', '29720', '29721', '29719']",,,FALSE,TRUE,FALSE
R_EX_chol_e,Choline exchange,EX_chol_e,"['32753', '32754', '32752', '32751']",,,FALSE,TRUE,FALSE
R_EX_cit_e,Citrate exchange,EX_cit_e,"['33184', '33186', '33183', '33185']",,,FALSE,TRUE,FALSE
R_EX_crn_e,L-Carnitine exchange,EX_crn_e,"['34962', '34960', '34959', '34961']",,,FALSE,TRUE,FALSE
R_EX_k_e,K+ exchange,EX_k_e,"['29463', '29464', '29466', '29465']",,,FALSE,TRUE,FALSE
R_EX_cys__L_e,L-Cysteine exchange,EX_cys__L_e,"['29655', '29656', '29658', '29657']",,,FALSE,TRUE,FALSE
R_EX_lac__L_e,L-Lactate exchange,EX_lac__L_e,"['34989', '34988', '34987', '34990']",,,FALSE,TRUE,FALSE
R_EX_dmso_e,Dimethyl sulfoxide exchange,EX_dmso_e,"['29700', '29701', '29702', '29699']",,,FALSE,TRUE,FALSE
R_EX_etoh_e,Ethanol exchange,EX_etoh_e,"['35269', '35267', '35270', '35268']",,,FALSE,TRUE,FALSE
R_EX_fe2_e,Fe2+ exchange,EX_fe2_e,"['28488', '28487', '28489', '28486']",,,FALSE,TRUE,FALSE
R_EX_for_e,Formate exchange,EX_for_e,"['29681', '29680', '29682', '29679']",,,FALSE,TRUE,FALSE
R_EX_gal_e,D-Galactose exchange,EX_gal_e,"['34918', '34917', '34916', '34915']",,,FALSE,TRUE,FALSE
R_EX_galct__D_e,D-Galactarate exchange,EX_galct__D_e,"['28478', '28480', '28479', '28481']",,,FALSE,TRUE,FALSE
R_EX_galt_e,Galactitol exchange,EX_galt_e,"['33146', '33144', '33143', '33145']",,,FALSE,TRUE,FALSE
R_EX_malt_e,Maltose exchange,EX_malt_e,"['33173', '33172', '33171', '33174']",,,FALSE,TRUE,FALSE
R_EX_gbbtn_e,Gamma-butyrobetaine exchange,EX_gbbtn_e,"['32838', '32837', '32835', '32836']",,,FALSE,TRUE,FALSE
R_EX_glcr_e,D-Glucarate exchange,EX_glcr_e,"['28477', '28476', '28474', '28475']",,,FALSE,TRUE,FALSE
R_EX_glyb_e,Glycine betaine exchange,EX_glyb_e,"['28945', '28944', '28946', '28943']",,,FALSE,TRUE,FALSE
R_EX_glyc3p_e,Glycerol 3-phosphate exchange,EX_glyc3p_e,"['34969', '34967', '34968', '34970']",,,FALSE,TRUE,FALSE
R_EX_glyc_e,Glycerol exchange,EX_glyc_e,"['29676', '29678', '29677', '29675']",,,FALSE,TRUE,FALSE
R_EX_glyclt_e,Glycolate exchange,EX_glyclt_e,"['29448', '29450', '29449', '29447']",,,FALSE,TRUE,FALSE
R_EX_met__D_e,D-Methionine exchange,EX_met__D_e,"['34913', '34912', '34914', '34911']",,,FALSE,TRUE,FALSE
R_EX_na1_e,Sodium exchange,EX_na1_e,"['34963', '34966', '34965', '34964']",,,FALSE,TRUE,FALSE
R_EX_nh4_e,Ammonia exchange,EX_nh4_e,"['28749', '28748', '28750', '28747']",,,FALSE,TRUE,FALSE
R_EX_nmn_e,NMN exchange,EX_nmn_e,"['28485', '28483', '28482', '28484']",,,FALSE,TRUE,FALSE
R_EX_no2_e,Nitrite exchange,EX_no2_e,"['28983', '28986', '28984', '28985']",,,FALSE,TRUE,FALSE
R_EX_no3_e,Nitrate exchange,EX_no3_e,"['34924', '34926', '34923', '34925']",,,FALSE,TRUE,FALSE
R_EX_ocdca_e,Octadecanoate (n-C18:0) exchange,EX_ocdca_e,"['39807', '39808', '39809', '39810']",,,FALSE,TRUE,FALSE
R_EX_phe__L_e,L-Phenylalanine exchange,EX_phe__L_e,"['27952', '27951', '27950', '27953']",,,FALSE,TRUE,FALSE
R_EX_pi_e,Phosphate exchange,EX_pi_e,"['32824', '32826', '32825', '32823']",,,FALSE,TRUE,FALSE
R_EX_pnto__R_e,(R)-Pantothenate exchange,EX_pnto__R_e,"['34978', '34975', '34976', '34977']",,,FALSE,TRUE,FALSE
R_EX_pppn_e,Phenylpropanoate exchange,EX_pppn_e,"['29748', '29750', '29749', '29747']",,,FALSE,TRUE,FALSE
R_EX_rmn_e,L-Rhamnose exchange,EX_rmn_e,"['34995', '34998', '34997', '34996']",,,FALSE,TRUE,FALSE
R_EX_ser__D_e,D-Serine exchange,EX_ser__D_e,"['29457', '29456', '29455', '29458']",,,FALSE,TRUE,FALSE
R_EX_ser__L_e,L-Serine exchange,EX_ser__L_e,"['35033', '35034', '35032', '35031']",,,FALSE,TRUE,FALSE
R_EX_so4_e,Sulfate exchange,EX_so4_e,"['34983', '34984', '34986', '34985']",,,FALSE,TRUE,FALSE
R_EX_spmd_e,Spermidine exchange,EX_spmd_e,"['35040', '35039', '35042', '35041']",,,FALSE,TRUE,FALSE
R_EX_thr__L_e,L-Threonine exchange,EX_thr__L_e,"['35022', '35020', '35019', '35021']",,,FALSE,TRUE,FALSE
R_EX_tre_e,Trehalose exchange,EX_tre_e,"['17631', '17632', '17630', '17629']",,,FALSE,TRUE,FALSE
R_EX_tsul_e,Thiosulfate exchange,EX_tsul_e,"['32808', '32810', '32807', '32809']",,,FALSE,TRUE,FALSE
R_EX_ura_e,Uracil exchange,EX_ura_e,"['27320', '28622', '27319', '27318']",,,FALSE,TRUE,FALSE
R_EX_urea_e,Urea exchange,EX_urea_e,"['32802', '32799', '32801', '32800']",,,FALSE,TRUE,FALSE
R_EX_val__L_e,L-Valine exchange,EX_val__L_e,"['29706', '29703', '29705', '29704']",,,FALSE,TRUE,FALSE
R_EX_12ppd__S_e,"(S)-Propane-1,2-diol exchange",EX_12ppd__S_e,,,,FALSE,TRUE,TRUE
R_EX_15dap_e,"1,5-Diaminopentane exchange",EX_15dap_e,,,,FALSE,TRUE,TRUE
R_EX_26dap__M_e,"Meso-2,6-Diaminoheptanedioate exchange",EX_26dap__M_e,,,,FALSE,TRUE,TRUE
R_EX_2ddglcn_e,2-Dehydro-3-deoxy-D-gluconate exchange,EX_2ddglcn_e,,,,FALSE,TRUE,TRUE
R_EX_3hcinnm_e,3-hydroxycinnamic acid exchange,EX_3hcinnm_e,,,,FALSE,TRUE,TRUE
R_EX_3hpppn_e,3-(3-hydroxy-phenyl)propionate exchange,EX_3hpppn_e,,,,FALSE,TRUE,TRUE
R_EX_acald_e,Acetaldehyde exchange,EX_acald_e,,,,FALSE,TRUE,TRUE
R_EX_acgam_e,N-Acetyl-D-glucosamine exchange,EX_acgam_e,,,,FALSE,TRUE,TRUE
R_EX_acmana_e,N-Acetyl-D-mannosamine exchange,EX_acmana_e,,,,FALSE,TRUE,TRUE
R_EX_ade_e,Adenine exchange,EX_ade_e,,,,FALSE,TRUE,TRUE
R_EX_his__L_e,L-Histidine exchange,EX_his__L_e,,,,FALSE,TRUE,TRUE
R_EX_adn_e,Adenosine exchange,EX_adn_e,,,,FALSE,TRUE,TRUE
R_EX_akg_e,2-Oxoglutarate exchange,EX_akg_e,,,,FALSE,TRUE,TRUE
R_EX_hxan_e,Hypoxanthine exchange,EX_hxan_e,,,,FALSE,TRUE,TRUE
R_EX_ala__D_e,D-Alanine exchange,EX_ala__D_e,,,,FALSE,TRUE,TRUE
R_EX_idon__L_e,L-Idonate exchange,EX_idon__L_e,,,,FALSE,TRUE,TRUE
R_EX_ala__L_e,L-Alanine exchange,EX_ala__L_e,,,,FALSE,TRUE,TRUE
R_EX_alltn_e,Allantoin exchange,EX_alltn_e,,,,FALSE,TRUE,TRUE
R_EX_amp_e,AMP exchange,EX_amp_e,,,,FALSE,TRUE,TRUE
R_EX_arab__L_e,L-Arabinose exchange,EX_arab__L_e,,,,FALSE,TRUE,TRUE
R_EX_asn__L_e,L-Asparagine exchange,EX_asn__L_e,,,,FALSE,TRUE,TRUE
R_EX_asp__L_e,L-Aspartate exchange,EX_asp__L_e,,,,FALSE,TRUE,TRUE
R_EX_ile__L_e,L-Isoleucine exchange,EX_ile__L_e,,,,FALSE,TRUE,TRUE
R_EX_but_e,Butyrate (n-C4:0) exchange,EX_but_e,,,,FALSE,TRUE,TRUE
R_EX_indole_e,Indole exchange,EX_indole_e,,,,FALSE,TRUE,TRUE
R_EX_co2_e,CO2 exchange,EX_co2_e,,,,FALSE,TRUE,TRUE
R_EX_csn_e,Cytosine exchange,EX_csn_e,,,,FALSE,TRUE,TRUE
R_EX_ins_e,Inosine exchange,EX_ins_e,,,,FALSE,TRUE,TRUE
R_EX_cynt_e,Cyanate exchange,EX_cynt_e,,,,FALSE,TRUE,TRUE
R_EX_cytd_e,Cytidine exchange,EX_cytd_e,,,,FALSE,TRUE,TRUE
R_EX_lac__D_e,D-lactate exchange,EX_lac__D_e,,,,FALSE,TRUE,TRUE
R_EX_dad_2_e,Deoxyadenosine exchange,EX_dad_2_e,,,,FALSE,TRUE,TRUE
R_EX_dcyt_e,Deoxycytidine exchange,EX_dcyt_e,,,,FALSE,TRUE,TRUE
R_EX_dgsn_e,Deoxyguanosine exchange,EX_dgsn_e,,,,FALSE,TRUE,TRUE
R_EX_dha_e,Dihydroxyacetone exchange,EX_dha_e,,,,FALSE,TRUE,TRUE
R_EX_din_e,Deoxyinosine exchange,EX_din_e,,,,FALSE,TRUE,TRUE
R_EX_dms_e,Dimethyl sulfide exchange,EX_dms_e,,,,FALSE,TRUE,TRUE
R_EX_duri_e,Deoxyuridine exchange,EX_duri_e,,,,FALSE,TRUE,TRUE
R_EX_lcts_e,Lactose exchange,EX_lcts_e,,,,FALSE,TRUE,TRUE
R_EX_leu__L_e,L-Leucine exchange,EX_leu__L_e,,,,FALSE,TRUE,TRUE
R_EX_fru_e,D-Fructose exchange,EX_fru_e,,,,FALSE,TRUE,TRUE
R_EX_lys__L_e,L-Lysine exchange,EX_lys__L_e,,,,FALSE,TRUE,TRUE
R_EX_fuc1p__L_e,L-Fucose 1-phosphate exchange,EX_fuc1p__L_e,,,,FALSE,TRUE,TRUE
R_EX_fuc__L_e,L-Fucose exchange,EX_fuc__L_e,,,,FALSE,TRUE,TRUE
R_EX_fum_e,Fumarate exchange,EX_fum_e,,,,FALSE,TRUE,TRUE
R_EX_mal__L_e,L-Malate exchange,EX_mal__L_e,,,,FALSE,TRUE,TRUE
R_EX_g6p_e,D-Glucose 6-phosphate exchange,EX_g6p_e,,,,FALSE,TRUE,TRUE
R_EX_galctn__D_e,D-Galactonate exchange,EX_galctn__D_e,,,,FALSE,TRUE,TRUE
R_EX_galur_e,D-Galacturonate exchange,EX_galur_e,,,,FALSE,TRUE,TRUE
R_EX_gam_e,D-Glucosamine exchange,EX_gam_e,,,,FALSE,TRUE,TRUE
R_EX_glc__D_e,D-Glucose exchange,EX_glc__D_e,,,,FALSE,TRUE,TRUE
R_EX_glcn_e,D-Gluconate exchange,EX_glcn_e,,,,FALSE,TRUE,TRUE
R_EX_malthx_e,Maltohexaose exchange,EX_malthx_e,,,,FALSE,TRUE,TRUE
R_EX_glcur_e,D-Glucuronate exchange,EX_glcur_e,,,,FALSE,TRUE,TRUE
R_EX_maltpt_e,Maltopentaose exchange,EX_maltpt_e,,,,FALSE,TRUE,TRUE
R_EX_gln__L_e,L-Glutamine exchange,EX_gln__L_e,,,,FALSE,TRUE,TRUE
R_EX_glu__L_e,L-Glutamate exchange,EX_glu__L_e,,,,FALSE,TRUE,TRUE
R_EX_gly_e,Glycine exchange,EX_gly_e,,,,FALSE,TRUE,TRUE
R_EX_glyald_e,D-Glyceraldehyde exchange,EX_glyald_e,,,,FALSE,TRUE,TRUE
R_EX_malttr_e,Maltotriose exchange,EX_malttr_e,,,,FALSE,TRUE,TRUE
R_EX_gsn_e,Guanosine exchange,EX_gsn_e,,,,FALSE,TRUE,TRUE
R_EX_gua_e,Guanine exchange,EX_gua_e,,,,FALSE,TRUE,TRUE
R_EX_maltttr_e,Maltotetraose exchange,EX_maltttr_e,,,,FALSE,TRUE,TRUE
R_EX_man6p_e,D-Mannose 6-phosphate exchange,EX_man6p_e,,,,FALSE,TRUE,TRUE
R_EX_man_e,D-Mannose exchange,EX_man_e,,,,FALSE,TRUE,TRUE
R_EX_melib_e,Melibiose exchange,EX_melib_e,,,,FALSE,TRUE,TRUE
R_EX_met__L_e,L-Methionine exchange,EX_met__L_e,,,,FALSE,TRUE,TRUE
R_EX_mnl_e,D-Mannitol exchange,EX_mnl_e,,,,FALSE,TRUE,TRUE
R_EX_nac_e,Nicotinate exchange,EX_nac_e,,,,FALSE,TRUE,TRUE
R_EX_nad_e,Nicotinamide adenine dinucleotide exchange,EX_nad_e,,,,FALSE,TRUE,TRUE
R_EX_o2_e,O2 exchange,EX_o2_e,,,,FALSE,TRUE,TRUE
R_EX_orn_e,Ornithine exchange,EX_orn_e,,,,FALSE,TRUE,TRUE
R_EX_pro__L_e,L-Proline exchange,EX_pro__L_e,,,,FALSE,TRUE,TRUE
R_EX_ptrc_e,Putrescine exchange,EX_ptrc_e,,,,FALSE,TRUE,TRUE
R_EX_pyr_e,Pyruvate exchange,EX_pyr_e,,,,FALSE,TRUE,TRUE
R_EX_rib__D_e,D-Ribose exchange,EX_rib__D_e,,,,FALSE,TRUE,TRUE
R_EX_sbt__D_e,D-Sorbitol exchange,EX_sbt__D_e,,,,FALSE,TRUE,TRUE
R_EX_succ_e,Succinate exchange,EX_succ_e,,,,FALSE,TRUE,TRUE
R_EX_sucr_e,Sucrose exchange,EX_sucr_e,,,,FALSE,TRUE,TRUE
R_EX_tartr__L_e,L-tartrate exchange,EX_tartr__L_e,,,,FALSE,TRUE,TRUE
R_EX_taur_e,Taurine exchange,EX_taur_e,,,,FALSE,TRUE,TRUE
R_EX_thm_e,Thiamin exchange,EX_thm_e,,,,FALSE,TRUE,TRUE
R_EX_thymd_e,Thymidine exchange,EX_thymd_e,,,,FALSE,TRUE,TRUE
R_EX_tma_e,Trimethylamine exchange,EX_tma_e,,,,FALSE,TRUE,TRUE
R_EX_tmao_e,Trimethylamine N-oxide exchange,EX_tmao_e,,,,FALSE,TRUE,TRUE
R_EX_trp__L_e,L-Tryptophan exchange,EX_trp__L_e,,,,FALSE,TRUE,TRUE
R_EX_ttdca_e,Tetradecanoate (n-C14:0) exchange,EX_ttdca_e,,,,FALSE,TRUE,TRUE
R_EX_tyr__L_e,L-Tyrosine exchange,EX_tyr__L_e,,,,FALSE,TRUE,TRUE
R_EX_uri_e,Uridine exchange,EX_uri_e,,,,FALSE,TRUE,TRUE
R_EX_xan_e,Xanthine exchange,EX_xan_e,,,,FALSE,TRUE,TRUE
R_EX_xtsn_e,Xanthosine exchange,EX_xtsn_e,,,,FALSE,TRUE,TRUE
R_EX_xyl__D_e,D-Xylose exchange,EX_xyl__D_e,,,,FALSE,TRUE,TRUE
R_ALAt2r,L alanine reversible transport via proton symport,ALAt2r,"['29446', '29444', '29445', '29443']",,,TRUE,FALSE,FALSE
R_ABUTt2r,4 aminobutyrate reversible transport in via proton symport,ABUTt2r,"['28916', '28917', '28918', '28915']",,,TRUE,FALSE,FALSE
R_ARBabc,L-arabinose transport via ABC system,ARBabc,,['3.6.3.17'],,TRUE,FALSE,FALSE
R_ADEt2,Adenine transport in via proton symport,ADEt2,"['28722', '28720', '28719', '28721']",,,TRUE,FALSE,FALSE
R_ADNt2_copy1,Adenosine transport in via proton symport,ADNt2,"['29988', '29990', '29987', '29989']",,,TRUE,FALSE,FALSE
R_ARGabc,L-arginine transport via ABC system,ARGabc,"['29880#1', '29882#1', '29881#1', '29879#1']",['3.6.3.21'],,TRUE,FALSE,FALSE
R_ADNt2_copy2,Adenosine transport in via proton symport,ADNt2,"['29988', '29990', '29987', '29989']",,,TRUE,FALSE,FALSE
R_CBL1abc,Cob(1)alamin transport via ABC system,CBL1abc,,['3.6.3.33'],,TRUE,FALSE,FALSE
R_AKGt2r,2 oxoglutarate reversible transport via symport,AKGt2r,"['29011', '29013', '29012', '29014']",,,TRUE,FALSE,FALSE
R_CHLabc,Choline transport via ABC system,CHLabc,"['38715#1', '38718#1', '38717#1', '38716#1']",,,TRUE,FALSE,FALSE
R_CHLt2,Choline transport via proton symport,CHLt2,"['28843', '28845', '28846', '28844']",,,TRUE,FALSE,FALSE
R_CITt7,Citrate transport via succinate antiport,CITt7,"['28837', '28836', '28838', '28835']",,,TRUE,FALSE,FALSE
R_ASPabc,L-aspartate transport via ABC system,ASPabc,"['29039#1', '29040#1', '29041#1', '29042#1']",['3.6.3.21'],,TRUE,FALSE,FALSE
R_DCYTt2,Deoxycytidine transport in via proton symport,DCYTt2,"['29975', '29976', '29978', '29977']",,,TRUE,FALSE,FALSE
R_DDGLCNt2r,"2-dehydro-3-deoxy-D-gluconate transport via proton symport, reversible",DDGLCNt2r,"['29945', '29943', '29946', '29944']",,,TRUE,FALSE,FALSE
R_CSNt2,Cytosine transport in via proton symport,CSNt2,"['29937', '29935', '29936', '29938']",,,TRUE,FALSE,FALSE
R_CYNTt2,Cyanate transport via proton symport,CYNTt2,"['29233', '29232', '29231', '29234']",,,TRUE,FALSE,FALSE
R_ASPt2_2,Aspartate transport via proton symport (2 H),ASPt2_2,"['29288', '29289', '29287', '29290']",,,TRUE,FALSE,FALSE
R_CYSabc,L-cysteine transport via ABC system,CYSabc,"['32798#1', '32796#1', '29785#2', '29786#2', '29783#2', '32795#1', '29784#2', '32797#1']",['3.6.3.21'],,TRUE,FALSE,FALSE
R_CYTDt2_copy1,Cytidine transport in via proton symport,CYTDt2,"['29986', '29984', '29985', '29983']",,,TRUE,FALSE,FALSE
R_CYTDt2_copy2,Cytidine transport in via proton symport,CYTDt2,"['29986', '29984', '29985', '29983']",,,TRUE,FALSE,FALSE
R_DADNt2,Deoxyadenosine transport in via proton symport,DADNt2,"['29982', '29979', '29981', '29980']",,,TRUE,FALSE,FALSE
R_DALAt2r,D-alanine transport via proton symport,DALAt2r,"['28903', '28904', '28906', '28905']",,,TRUE,FALSE,FALSE
R_DINSt2,Deoxyinosine transport in via proton symport,DINSt2,"['29971', '29972', '29974', '29973']",,,TRUE,FALSE,FALSE
R_DURIt2,Deoxyuridine transport in via proton symport,DURIt2,"['29970', '29969', '29968', '29967']",,,TRUE,FALSE,FALSE
R_FORt,Formate transport via diffusion,FORt,"['29681', '29680', '29682', '29679']",,,TRUE,FALSE,FALSE
R_FUMt2_2,Fumarate transport via proton symport (2 H),FUMt2_2,"['29332', '29334', '29333', '29331']",,,TRUE,FALSE,FALSE
R_GALCTNt2r,"D-galactonate transport via proton symport, reversible",GALCTNt2r,"['29836', '29838', '29837', '29835']",,,TRUE,FALSE,FALSE
R_GALabc,D-galactose transport via ABC system,GALabc,,['3.6.3.17'],,TRUE,FALSE,FALSE
R_GALt2,D galactose transport in via proton symport,GALt2,"['29019', '29022', '29021', '29020']",,,TRUE,FALSE,FALSE
R_GLCURt2r,"D-glucuronate transport via proton symport, reversible",GLCURt2r,"['28956', '28958', '28957', '28955']",,,TRUE,FALSE,FALSE
