bigg_id,name,database_links,kegg,ec,rhea
GSNK,Guanosine kinase,EC Number: http://identifiers.org/ec-code/2.7.1.73; RHEA: http://identifiers.org/rhea/27710; RHEA: http://identifiers.org/rhea/27711; RHEA: http://identifiers.org/rhea/27712; RHEA: http://identifiers.org/rhea/27713; BioCyc: http://identifiers.org/biocyc/META:GUANOSINEKIN-RXN; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR100432; KEGG Reaction: http://identifiers.org/kegg.reaction/R01228; SEED Reaction: http://identifiers.org/seed.reaction/rxn00914,R01228,2.7.1.73,27713
GSPMDA,Glutathionylspermidine amidase,RHEA: http://identifiers.org/rhea/17173; RHEA: http://identifiers.org/rhea/17174; RHEA: http://identifiers.org/rhea/17175; RHEA: http://identifiers.org/rhea/17176; EC Number: http://identifiers.org/ec-code/3.5.1.-; EC Number: http://identifiers.org/ec-code/3.5.1.78; BioCyc: http://identifiers.org/biocyc/META:GSPAMID-RXN; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR100437; KEGG Reaction: http://identifiers.org/kegg.reaction/R01918; SEED Reaction: http://identifiers.org/seed.reaction/rxn01404,R01918,3.5.1.78,17176
GTHOr,Glutathione oxidoreductase,EC Number: http://identifiers.org/ec-code/1.8.1.7; RHEA: http://identifiers.org/rhea/11740; RHEA: http://identifiers.org/rhea/11741; RHEA: http://identifiers.org/rhea/11742; RHEA: http://identifiers.org/rhea/11743; BioCyc: http://identifiers.org/biocyc/META:GLUTATHIONE-REDUCT-NADPH-RXN; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR100098; Reactome Reaction: http://identifiers.org/reactome/R-ATH-3323079; Reactome Reaction: http://identifiers.org/reactome/R-ATH-71682; Reactome Reaction: http://identifiers.org/reactome/R-BTA-3323079; Reactome Reaction: http://identifiers.org/reactome/R-BTA-71682; Reactome Reaction: http://identifiers.org/reactome/R-CEL-3323079; Reactome Reaction: http://identifiers.org/reactome/R-CEL-71682; Reactome Reaction: http://identifiers.org/reactome/R-CFA-3323079; Reactome Reaction: http://identifiers.org/reactome/R-CFA-71682; Reactome Reaction: http://identifiers.org/reactome/R-DDI-3323079; Reactome Reaction: http://identifiers.org/reactome/R-DDI-71682; Reactome Reaction: http://identifiers.org/reactome/R-DRE-3323079; Reactome Reaction: http://identifiers.org/reactome/R-DRE-71682; Reactome Reaction: http://identifiers.org/reactome/R-GGA-3323079; Reactome Reaction: http://identifiers.org/reactome/R-GGA-71682; Reactome Reaction: http://identifiers.org/reactome/R-HSA-3323079; Reactome Reaction: http://identifiers.org/reactome/R-HSA-71682; Reactome Reaction: http://identifiers.org/reactome/R-MMU-3323079; Reactome Reaction: http://identifiers.org/reactome/R-MMU-71682; Reactome Reaction: http://identifiers.org/reactome/R-OSA-3323079; Reactome Reaction: http://identifiers.org/reactome/R-OSA-71682; Reactome Reaction: http://identifiers.org/reactome/R-PFA-3323079; Reactome Reaction: http://identifiers.org/reactome/R-PFA-71682; Reactome Reaction: http://identifiers.org/reactome/R-RNO-3323079; Reactome Reaction: http://identifiers.org/reactome/R-RNO-71682; Reactome Reaction: http://identifiers.org/reactome/R-SCE-3323079; Reactome Reaction: http://identifiers.org/reactome/R-SCE-71682; Reactome Reaction: http://identifiers.org/reactome/R-SPO-3323079; Reactome Reaction: http://identifiers.org/reactome/R-SPO-71682; Reactome Reaction: http://identifiers.org/reactome/R-SSC-3323079; Reactome Reaction: http://identifiers.org/reactome/R-SSC-71682; Reactome Reaction: http://identifiers.org/reactome/R-TGU-3323079; Reactome Reaction: http://identifiers.org/reactome/R-TGU-71682; Reactome Reaction: http://identifiers.org/reactome/R-XTR-3323079; Reactome Reaction: http://identifiers.org/reactome/R-XTR-71682; KEGG Reaction: http://identifiers.org/kegg.reaction/R00115; SEED Reaction: http://identifiers.org/seed.reaction/rxn00086,R00115,1.8.1.7,11743
GTHRDabc2pp,Glutathione export via ABC system (cytoplasm to periplasm),RHEA: http://identifiers.org/rhea/29787#1; RHEA: http://identifiers.org/rhea/29788#1; RHEA: http://identifiers.org/rhea/29789#1; RHEA: http://identifiers.org/rhea/29790#1; RHEA: http://identifiers.org/rhea/29791#2; RHEA: http://identifiers.org/rhea/29792#2; RHEA: http://identifiers.org/rhea/29793#2; RHEA: http://identifiers.org/rhea/29794#2; BioCyc: http://identifiers.org/biocyc/META:RXN0-21; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR100447; SEED Reaction: http://identifiers.org/seed.reaction/rxn08675; SEED Reaction: http://identifiers.org/seed.reaction/rxn13712,,,29794#2
GTHRDabcpp,Reduced glutathione via ABC system (periplasm),RHEA: http://identifiers.org/rhea/29787#2; RHEA: http://identifiers.org/rhea/29788#2; RHEA: http://identifiers.org/rhea/29789#2; RHEA: http://identifiers.org/rhea/29790#2; RHEA: http://identifiers.org/rhea/29791#1; RHEA: http://identifiers.org/rhea/29792#1; RHEA: http://identifiers.org/rhea/29793#1; RHEA: http://identifiers.org/rhea/29794#1; BioCyc: http://identifiers.org/biocyc/META:RXN0-11; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR100448; SEED Reaction: http://identifiers.org/seed.reaction/rxn08676; SEED Reaction: http://identifiers.org/seed.reaction/rxn13306,,,29794#1
GTHS,Glutathione synthetase,RHEA: http://identifiers.org/rhea/13557; RHEA: http://identifiers.org/rhea/13558; RHEA: http://identifiers.org/rhea/13559; RHEA: http://identifiers.org/rhea/13560; EC Number: http://identifiers.org/ec-code/6.3.2.3; BioCyc: http://identifiers.org/biocyc/META:GLUTATHIONE-SYN-RXN; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR100450; Reactome Reaction: http://identifiers.org/reactome/R-ATH-174394; Reactome Reaction: http://identifiers.org/reactome/R-BTA-174394; Reactome Reaction: http://identifiers.org/reactome/R-CEL-174394; Reactome Reaction: http://identifiers.org/reactome/R-CFA-174394; Reactome Reaction: http://identifiers.org/reactome/R-DDI-174394; Reactome Reaction: http://identifiers.org/reactome/R-DME-174394; Reactome Reaction: http://identifiers.org/reactome/R-DRE-174394; Reactome Reaction: http://identifiers.org/reactome/R-GGA-174394; Reactome Reaction: http://identifiers.org/reactome/R-HSA-174394; Reactome Reaction: http://identifiers.org/reactome/R-MMU-174394; Reactome Reaction: http://identifiers.org/reactome/R-OSA-174394; Reactome Reaction: http://identifiers.org/reactome/R-PFA-174394; Reactome Reaction: http://identifiers.org/reactome/R-RNO-174394; Reactome Reaction: http://identifiers.org/reactome/R-SCE-174394; Reactome Reaction: http://identifiers.org/reactome/R-SPO-174394; Reactome Reaction: http://identifiers.org/reactome/R-SSC-174394; Reactome Reaction: http://identifiers.org/reactome/R-TGU-174394; Reactome Reaction: http://identifiers.org/reactome/R-XTR-174394; KEGG Reaction: http://identifiers.org/kegg.reaction/R00497; SEED Reaction: http://identifiers.org/seed.reaction/rxn00351,R00497,6.3.2.3,13560
GTPCI,GTP cyclohydrolase I,RHEA: http://identifiers.org/rhea/17473; RHEA: http://identifiers.org/rhea/17474; RHEA: http://identifiers.org/rhea/17475; RHEA: http://identifiers.org/rhea/17476; EC Number: http://identifiers.org/ec-code/3.5.4.16; BioCyc: http://identifiers.org/biocyc/META:GTP-CYCLOHYDRO-I-RXN; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR100453; Reactome Reaction: http://identifiers.org/reactome/R-ATH-1474146; Reactome Reaction: http://identifiers.org/reactome/R-BTA-1474146; Reactome Reaction: http://identifiers.org/reactome/R-CEL-1474146; Reactome Reaction: http://identifiers.org/reactome/R-CFA-1474146; Reactome Reaction: http://identifiers.org/reactome/R-DDI-1474146; Reactome Reaction: http://identifiers.org/reactome/R-DME-1474146; Reactome Reaction: http://identifiers.org/reactome/R-DRE-1474146; Reactome Reaction: http://identifiers.org/reactome/R-GGA-1474146; Reactome Reaction: http://identifiers.org/reactome/R-HSA-1474146; Reactome Reaction: http://identifiers.org/reactome/R-MMU-1474146; Reactome Reaction: http://identifiers.org/reactome/R-OSA-1474146; Reactome Reaction: http://identifiers.org/reactome/R-PFA-1474146; Reactome Reaction: http://identifiers.org/reactome/R-RNO-1474146; Reactome Reaction: http://identifiers.org/reactome/R-SCE-1474146; Reactome Reaction: http://identifiers.org/reactome/R-SPO-1474146; Reactome Reaction: http://identifiers.org/reactome/R-TGU-1474146; Reactome Reaction: http://identifiers.org/reactome/R-XTR-1474146; KEGG Reaction: http://identifiers.org/kegg.reaction/R00424; SEED Reaction: http://identifiers.org/seed.reaction/rxn00299; SEED Reaction: http://identifiers.org/seed.reaction/rxn11232,R00424,3.5.4.16,17476
GTPCII2,GTP cyclohydrolase II (25drapp),RHEA: http://identifiers.org/rhea/23704; RHEA: http://identifiers.org/rhea/23705; RHEA: http://identifiers.org/rhea/23706; RHEA: http://identifiers.org/rhea/23707; EC Number: http://identifiers.org/ec-code/3.5.4.25; BioCyc: http://identifiers.org/biocyc/META:GTP-CYCLOHYDRO-II-RXN; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR100455; KEGG Reaction: http://identifiers.org/kegg.reaction/R00425,R00425,3.5.4.25,23707
GTPDPK,GTP diphosphokinase,EC Number: http://identifiers.org/ec-code/2.7.6.5; RHEA: http://identifiers.org/rhea/22088; RHEA: http://identifiers.org/rhea/22089; RHEA: http://identifiers.org/rhea/22090; RHEA: http://identifiers.org/rhea/22091; BioCyc: http://identifiers.org/biocyc/META:GTPPYPHOSKIN-RXN; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR100457; KEGG Reaction: http://identifiers.org/kegg.reaction/R00429; SEED Reaction: http://identifiers.org/seed.reaction/rxn00303,R00429,2.7.6.5,22091
GUAPRT,Guanine phosphoribosyltransferase,EC Number: http://identifiers.org/ec-code/2.4.2.22; EC Number: http://identifiers.org/ec-code/2.4.2.7; EC Number: http://identifiers.org/ec-code/2.4.2.8; RHEA: http://identifiers.org/rhea/25424; RHEA: http://identifiers.org/rhea/25425; RHEA: http://identifiers.org/rhea/25426; RHEA: http://identifiers.org/rhea/25427; BioCyc: http://identifiers.org/biocyc/META:GUANPRIBOSYLTRAN-RXN; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR100409; KEGG Reaction: http://identifiers.org/kegg.reaction/R01229; SEED Reaction: http://identifiers.org/seed.reaction/rxn00915,R01229,2.4.2.8,25427
GUI1,Glucuronate isomerase (D-glucuronate),RHEA: http://identifiers.org/rhea/13049; RHEA: http://identifiers.org/rhea/13050; RHEA: http://identifiers.org/rhea/13051; RHEA: http://identifiers.org/rhea/13052; EC Number: http://identifiers.org/ec-code/5.3.1.12; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR100468; KEGG Reaction: http://identifiers.org/kegg.reaction/R01482; SEED Reaction: http://identifiers.org/seed.reaction/rxn01080,R01482,5.3.1.12,13052
GUI2,Glucuronate isomerase (D-galacturonate),EC Number: http://identifiers.org/ec-code/5.3.1.12; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR100469; KEGG Reaction: http://identifiers.org/kegg.reaction/R01983; SEED Reaction: http://identifiers.org/seed.reaction/rxn01457,R01983,5.3.1.12,
HACD4,3-hydroxyacyl-CoA dehydrogenase (3-oxodecanoyl-CoA),EC Number: http://identifiers.org/ec-code/1.1.1.211; EC Number: http://identifiers.org/ec-code/1.1.1.35; RHEA: http://identifiers.org/rhea/31187; RHEA: http://identifiers.org/rhea/31188; RHEA: http://identifiers.org/rhea/31189; RHEA: http://identifiers.org/rhea/31190; BioCyc: http://identifiers.org/biocyc/META:RXN-12490; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR100545; Reactome Reaction: http://identifiers.org/reactome/R-ATH-77342; Reactome Reaction: http://identifiers.org/reactome/R-BTA-77342; Reactome Reaction: http://identifiers.org/reactome/R-CEL-77342; Reactome Reaction: http://identifiers.org/reactome/R-CFA-77342; Reactome Reaction: http://identifiers.org/reactome/R-DDI-77342; Reactome Reaction: http://identifiers.org/reactome/R-DRE-77342; Reactome Reaction: http://identifiers.org/reactome/R-GGA-77342; Reactome Reaction: http://identifiers.org/reactome/R-HSA-77342; Reactome Reaction: http://identifiers.org/reactome/R-MMU-77342; Reactome Reaction: http://identifiers.org/reactome/R-OSA-77342; Reactome Reaction: http://identifiers.org/reactome/R-RNO-77342; Reactome Reaction: http://identifiers.org/reactome/R-SSC-77342; Reactome Reaction: http://identifiers.org/reactome/R-TGU-77342; Reactome Reaction: http://identifiers.org/reactome/R-XTR-77342; KEGG Reaction: http://identifiers.org/kegg.reaction/R04743; SEED Reaction: http://identifiers.org/seed.reaction/rxn03244,R04743,1.1.1.35,31190
HACD5,3-hydroxyacyl-CoA dehydrogenase (3-oxododecanoyl-CoA),EC Number: http://identifiers.org/ec-code/1.1.1.211; EC Number: http://identifiers.org/ec-code/1.1.1.35; RHEA: http://identifiers.org/rhea/31179; RHEA: http://identifiers.org/rhea/31180; RHEA: http://identifiers.org/rhea/31181; RHEA: http://identifiers.org/rhea/31182; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR100546; Reactome Reaction: http://identifiers.org/reactome/R-ATH-77254; Reactome Reaction: http://identifiers.org/reactome/R-BTA-77254; Reactome Reaction: http://identifiers.org/reactome/R-CEL-77254; Reactome Reaction: http://identifiers.org/reactome/R-CFA-77254; Reactome Reaction: http://identifiers.org/reactome/R-DDI-77254; Reactome Reaction: http://identifiers.org/reactome/R-DRE-77254; Reactome Reaction: http://identifiers.org/reactome/R-GGA-77254; Reactome Reaction: http://identifiers.org/reactome/R-HSA-77254; Reactome Reaction: http://identifiers.org/reactome/R-MMU-77254; Reactome Reaction: http://identifiers.org/reactome/R-OSA-77254; Reactome Reaction: http://identifiers.org/reactome/R-RNO-77254; Reactome Reaction: http://identifiers.org/reactome/R-SSC-77254; Reactome Reaction: http://identifiers.org/reactome/R-TGU-77254; Reactome Reaction: http://identifiers.org/reactome/R-XTR-77254; KEGG Reaction: http://identifiers.org/kegg.reaction/R04741; SEED Reaction: http://identifiers.org/seed.reaction/rxn03242,R04741,1.1.1.35,31182
HACD7,3-hydroxyacyl-CoA dehydrogenase (3-oxohexadecanoyl-CoA),EC Number: http://identifiers.org/ec-code/1.1.1.211; EC Number: http://identifiers.org/ec-code/1.1.1.35; RHEA: http://identifiers.org/rhea/31159; RHEA: http://identifiers.org/rhea/31160; RHEA: http://identifiers.org/rhea/31161; RHEA: http://identifiers.org/rhea/31162; BioCyc: http://identifiers.org/biocyc/META:RXN-14271; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR100548; Reactome Reaction: http://identifiers.org/reactome/R-BTA-77303; Reactome Reaction: http://identifiers.org/reactome/R-CEL-77303; Reactome Reaction: http://identifiers.org/reactome/R-CFA-77303; Reactome Reaction: http://identifiers.org/reactome/R-DME-77303; Reactome Reaction: http://identifiers.org/reactome/R-GGA-77303; Reactome Reaction: http://identifiers.org/reactome/R-HSA-77303; Reactome Reaction: http://identifiers.org/reactome/R-MMU-77303; Reactome Reaction: http://identifiers.org/reactome/R-RNO-77303; Reactome Reaction: http://identifiers.org/reactome/R-SSC-77303; Reactome Reaction: http://identifiers.org/reactome/R-TGU-77303; Reactome Reaction: http://identifiers.org/reactome/R-XTR-77303; KEGG Reaction: http://identifiers.org/kegg.reaction/R04737; SEED Reaction: http://identifiers.org/seed.reaction/rxn03239,R04737,1.1.1.35,31162
HBZOPT,Hydroxybenzoate octaprenyltransferase,EC Number: http://identifiers.org/ec-code/2.5.1.39; RHEA: http://identifiers.org/rhea/27782; RHEA: http://identifiers.org/rhea/27783; RHEA: http://identifiers.org/rhea/27784; RHEA: http://identifiers.org/rhea/27785; BioCyc: http://identifiers.org/biocyc/META:4OHBENZOATE-OCTAPRENYLTRANSFER-RXN; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR100566; KEGG Reaction: http://identifiers.org/kegg.reaction/R05615; SEED Reaction: http://identifiers.org/seed.reaction/rxn03893,R05615,2.5.1.39,27785
HCYSMT,Homocysteine S-methyltransferase,EC Number: http://identifiers.org/ec-code/2.1.1; EC Number: http://identifiers.org/ec-code/2.1.1.10; RHEA: http://identifiers.org/rhea/21820; RHEA: http://identifiers.org/rhea/21821; RHEA: http://identifiers.org/rhea/21822; RHEA: http://identifiers.org/rhea/21823; BioCyc: http://identifiers.org/biocyc/META:HOMOCYSTEINE-S-METHYLTRANSFERASE-RXN; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR100577; KEGG Reaction: http://identifiers.org/kegg.reaction/R00650; SEED Reaction: http://identifiers.org/seed.reaction/rxn00452,R00650,2.1.1.10,21823
HCYSMT2,Homocysteine Methyltransferase,EC Number: http://identifiers.org/ec-code/2.1.1.10; RHEA: http://identifiers.org/rhea/26337; RHEA: http://identifiers.org/rhea/26338; RHEA: http://identifiers.org/rhea/26339; RHEA: http://identifiers.org/rhea/26340; BioCyc: http://identifiers.org/biocyc/META:MMUM-RXN; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR100578; Reactome Reaction: http://identifiers.org/reactome/R-BTA-5696838; Reactome Reaction: http://identifiers.org/reactome/R-CFA-5696838; Reactome Reaction: http://identifiers.org/reactome/R-DRE-5696838; Reactome Reaction: http://identifiers.org/reactome/R-GGA-5696838; Reactome Reaction: http://identifiers.org/reactome/R-HSA-5696838; Reactome Reaction: http://identifiers.org/reactome/R-MMU-5696838; Reactome Reaction: http://identifiers.org/reactome/R-RNO-5696838; Reactome Reaction: http://identifiers.org/reactome/R-SSC-5696838; Reactome Reaction: http://identifiers.org/reactome/R-TGU-5696838; Reactome Reaction: http://identifiers.org/reactome/R-XTR-5696838; KEGG Reaction: http://identifiers.org/kegg.reaction/R11063; SEED Reaction: http://identifiers.org/seed.reaction/rxn08703,R11063,2.1.1.10,26340
